TOKEN,NE-COARSE-LIT
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2806,503,36/full/0/default.jpg",
cuit,I-pers
of,I-pers
the,I-pers
State,I-pers
of,I-pers
Pennlylvann,I-pers
.,O
”,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/991,2844,661,33/full/0/default.jpg",
In,O
conformity,O
to,O
the,O
act,O
of,O
Congress,B-org
of,I-org
the,I-org
Uni,I-org
¬,I-org
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/957,2877,694,35/full/0/default.jpg",
ted,I-org
States,I-org
istitlrd,O
“,O
An,O
act,O
for,O
the,O
encouragement,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2912,694,35/full/0/default.jpg",
of,O
learning,O
by,O
securimr,O
the,O
copies,O
of,O
maps,O
charts,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2947,692,33/full/0/default.jpg",
and,O
books,O
to,O
the,O
Authors,O
and,O
Proprietors,O
of,O
such,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/957,2982,593,37/full/0/default.jpg",
copies,O
during,O
the,O
times,O
therein,O
mentioned,O
.,O
"""",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/1367,3018,251,29/full/0/default.jpg",
D.C,B-pers
*,I-pers
I.DWELL,I-pers
",",I-pers
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/1094,3049,475,38/full/0/default.jpg",
Clerl,I-pers
of,I-pers
lie,I-pers
DiJtriEl,I-pers
of,I-pers
Peonsyl,I-pers
v,I-pers
aoisA,I-pers
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/991,3097,662,34/full/0/default.jpg",
The,O
above,O
book,O
is,O
now,O
pohlsshcd,O
.,O
It,O
will,O
be,O
de,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,3131,696,36/full/0/default.jpg",
livered,O
to,O
lubscribm,O
by,O
Mr,B-pers
",",I-pers
Dobson,I-pers
Bookseller,I-pers
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/998,3171,126,39/full/0/default.jpg",
July,O
23,O
# language = en,
# newspaper = sn84026272,
# date = 1800-12-27,
# document_id = sn84026272-1800-12-27-a-i0002,
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/993,4477,526,44/full/0/default.jpg",
(,O
No,O
.,O
26,O
.,O
),O
Translation,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1159,4519,501,42/full/0/default.jpg",
Hereford,B-loc
street,I-loc
",",O
Sept,B-time
.,I-time
8,I-time
",",I-time
1800,I-time
.,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1075,4563,195,39/full/0/default.jpg",
“,O
My,O
Lord,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1038,4616,655,41/full/0/default.jpg",
•,O
’,O
1,O
received,O
yesterday,O
",",O
at,O
eleven,O
o,O
',O
clock,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/997,4657,698,43/full/0/default.jpg",
at,O
night,O
",",O
the,O
note,O
and,O
the,O
counter,O
projet,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/999,4699,696,42/full/0/default.jpg",
which,O
your,O
excellency,O
did,O
me,O
the,O
honour,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/999,4739,696,42/full/0/default.jpg",
to,O
address,O
to,O
roe,O
.,O
The,O
principles,O
contained,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/998,4781,698,43/full/0/default.jpg",
in,O
these,O
two,O
pieces,O
are,O
",",O
in,O
several,O
respects,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1000,4822,696,43/full/0/default.jpg",
so,O
little,O
analogous,O
to,O
the,O
proposals,O
which,O
I,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1000,4864,696,43/full/0/default.jpg",
have,O
been,O
directed,O
to,O
make,O
",",O
and,O
the,O
object,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1000,4906,697,40/full/0/default.jpg",
of,O
which,O
was,O
to,O
compensate,O
by,O
a,O
Britissi,O
ar,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1001,4946,699,40/full/0/default.jpg",
mistice,O
",",O
the,O
inconveniences,O
which,O
might,O
re,O
-,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/999,4989,699,40/full/0/default.jpg",
fultto,O
Fiance,B-loc
from,O
the,O
eventual,O
prolonga,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1001,5029,698,37/full/0/default.jpg",
tion,O
of,O
the,O
German,O
armistice,O
",",O
that,O
I,O
can,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1003,5069,698,44/full/0/default.jpg",
not,O
take,O
upon,O
myself,O
to,O
admit,O
them,O
with,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1003,5111,698,44/full/0/default.jpg",
out,O
previously,O
receiving,O
furthcrinstroctiona,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1005,5154,695,41/full/0/default.jpg",
I,O
have,O
therefore,O
complied,O
with,O
your,O
excel,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1003,5195,698,43/full/0/default.jpg",
lency,O
’,O
s,O
intentions,O
by,O
fanfmittihg,O
to,O
my,O
go,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1004,5237,697,41/full/0/default.jpg",
vernment,O
those,O
two,O
pieces,O
",",O
with,O
as,O
little,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1003,5278,700,43/full/0/default.jpg",
delay,O
as,O
possible,O
.,O
I,O
have,O
the,O
honour,O
to,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1004,5325,108,32/full/0/default.jpg",
be,O
",",O
8cc,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800122701%2F0002.jp2/1046,5360,617,42/full/0/default.jpg",
(,O
Signed,O
),O
“,O
OTTO,B-pers
-,O
’,O
’,O
# language = en,
# newspaper = sn82014385,
# date = 1810-01-06,
# document_id = sn82014385-1810-01-06-a-i0001,
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/261,1890,414,41/full/0/default.jpg",
TO,O
BE,O
RENTED,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/110,1937,720,39/full/0/default.jpg",
And,O
possession,O
given,O
on,O
or,O
before,O
the,O
25th,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/375,1974,175,30/full/0/default.jpg",
March,O
next,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2008,710,68/full/0/default.jpg",
A,O
LL,O
that,O
valuable,O
property,O
formerly,O
occupied,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/192,2043,630,42/full/0/default.jpg",
by,O
Col,B-pers
.,I-pers
Thomas,I-pers
Duff,I-pers
",",I-pers
Esq,I-pers
.,I-pers
in,O
the,O
village,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/111,2079,712,42/full/0/default.jpg",
of,O
Newport—consisting,B-loc
of,O
a,O
large,O
commodious,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2113,711,43/full/0/default.jpg",
brick,O
dwelling,O
-,O
house,O
",",O
pleasantly,O
situated,O
on,O
the,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2152,711,38/full/0/default.jpg",
main,O
street,O
and,O
elegantly,O
fronting,O
the,O
river,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2189,710,36/full/0/default.jpg",
Christiana,B-loc
",",O
well,O
calculated,O
for,O
a,O
large,O
store,O
",",O
and,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/110,2224,714,41/full/0/default.jpg",
as,O
the,O
Turnpike,B-loc
road,I-loc
leading,O
from,O
the,O
Gap,B-loc
Ta,I-loc
¬,I-loc
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2261,710,36/full/0/default.jpg",
vern,I-loc
or,O
Lancaster,B-loc
to,O
that,O
place,O
is,O
now,O
in,O
consf,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/110,2296,712,37/full/0/default.jpg",
derable,O
forwardness,O
",",O
and,O
will,O
probably,O
be,O
car,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/113,2333,707,34/full/0/default.jpg",
ried,O
into,O
effect,O
in,O
the,O
course,O
of,O
the,O
next,O
sum,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2369,710,39/full/0/default.jpg",
tner,O
",",O
it,O
will,O
certainly,O
be,O
one,O
of,O
the,O
most,O
eligible,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2404,708,43/full/0/default.jpg",
spots,O
for,O
business,O
in,O
the,O
state,B-loc
of,I-loc
Delaware,I-loc
.,O
It,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2441,710,42/full/0/default.jpg",
has,O
every,O
convenience,O
",",O
such,O
as,O
a,O
good,O
garden,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/111,2478,708,39/full/0/default.jpg",
barn,O
",",O
stabling,O
and,O
.,O
other,O
houses,O
",",O
See,O
.,O
tec,O
.,O
—,O
A,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2514,712,36/full/0/default.jpg",
handsome,O
FARM,O
of,O
excellent,O
land,O
",",O
contiguous,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/112,2548,711,38/full/0/default.jpg",
to,O
the,O
town,O
",",O
will,O
"""",O
be,O
let,O
with,O
it,O
",",O
and,O
two,O
or,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/111,2584,711,38/full/0/default.jpg",
three,O
Lots,O
in,O
the,O
vicinity,O
thereof,O
",",O
well,O
adapted,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/113,2620,709,42/full/0/default.jpg",
for,O
grass,O
",",O
or,O
as,O
the,O
renter,O
may,O
think,O
proper,O
to,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/113,2655,709,44/full/0/default.jpg",
apply,O
them,O
.,O
There,O
are,O
also,O
eight,O
ac,O
*,O
rs,O
of,O
first,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/113,2692,710,40/full/0/default.jpg",
rate,O
Marsh,O
",",O
now,O
in,O
good,O
order,O
",",O
a,O
small,O
distance,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/114,2728,709,35/full/0/default.jpg",
from,O
the,O
town,O
.,O
The,O
terms,O
of,O
renting,O
said,O
pro,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/113,2763,712,43/full/0/default.jpg",
perty,O
may,O
be,O
known,O
by,O
applying,O
to,O
TIICWAS,B-pers
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/113,2793,712,48/full/0/default.jpg",
DUFF,I-pers
",",I-pers
Esquire,I-pers
",",O
residing,O
at,O
Mrs,B-pers
.,I-pers
FIug,I-pers
™,I-pers
ns,I-pers
’,O
s,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/114,2841,192,37/full/0/default.jpg",
Wilmington,B-loc
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/152,2873,675,39/full/0/default.jpg",
N,O
.,O
Bi—No,O
part,O
of,O
this,O
property,O
will,O
let,O
be,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/115,2912,352,38/full/0/default.jpg",
separate,O
fiom,O
the,O
oilier,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810010601%2F0184.jp2/153,2946,638,39/full/0/default.jpg",
Wilmington,B-loc
",",O
Dec,B-time
.,I-time
8,I-time
th,I-time
",",I-time
1,I-time
80,I-time
!,I-time
),I-time
.,O
tf,O
;,O
# language = en,
# newspaper = sn82014385,
# date = 1810-04-04,
# document_id = sn82014385-1810-04-04-a-i0003,
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/999,1147,444,30/full/0/default.jpg",
LATEST,O
FROM,O
SPAIN,B-loc
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/895,1185,692,36/full/0/default.jpg",
Captain,B-pers
Taylor,I-pers
",",O
of,O
the,O
ship,O
Caledonia,O
",",O
arrived,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/859,1222,729,36/full/0/default.jpg",
at,O
Philadelphia,B-loc
on,O
Monday,O
",",O
from,O
Cadiz,B-loc
",",O
states,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/863,1259,725,36/full/0/default.jpg",
that,O
the,O
French,O
army,O
",",O
after,O
passing,O
the,O
Sierra,B-loc
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/864,1295,725,35/full/0/default.jpg",
Morena,I-loc
",",O
had,O
taken,O
Seville—drove,B-loc
the,O
whole,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/861,1333,727,35/full/0/default.jpg",
count,O
rv,O
",",O
at,O
masse,O
",",O
before,O
them,O
into,O
Cadiz—cap,B-loc
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/860,1370,728,37/full/0/default.jpg",
tured,O
Port,B-loc
Maria,I-loc
",",O
the,O
watering,O
plac,O
e,O
",",O
opposite,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/860,1405,728,38/full/0/default.jpg",
the,O
city,O
of,O
Cadiz,B-loc
",",O
where,O
they,O
were,O
fortifying,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/860,1443,727,36/full/0/default.jpg",
themselves,O
.,O
They,O
had,O
been,O
fired,O
upon,O
constant,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/861,1480,728,39/full/0/default.jpg",
ly,O
from,O
o,O
British,O
two,O
decker,O
and,O
40,O
gun,O
boats,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/861,1517,726,35/full/0/default.jpg",
but,O
without,O
success,O
.,O
A,O
flag,O
had,O
been,O
sent,O
into,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/860,1553,726,31/full/0/default.jpg",
Cadiz,B-loc
to,O
demand,O
its,O
surrender,O
to,O
its,O
lawful,O
sove,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/861,1591,728,38/full/0/default.jpg",
reign,O
and,O
friend,O
",",O
king,B-pers
Joseph,I-pers
—,O
tire,O
answer,O
re,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/861,1626,725,36/full/0/default.jpg",
turned,O
was,O
",",O
that,O
the,O
loyal,O
people,O
of,O
Cadiz,B-loc
",",O
knew,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/860,1664,359,36/full/0/default.jpg",
no,O
king,O
but,O
Ferdinand,B-pers
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/897,1699,688,39/full/0/default.jpg",
The,O
junta,O
were,O
at,O
the,O
head,O
of,O
Cadiz,B-loc
Bay,I-loc
",",O
at,O
a,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/858,1737,727,37/full/0/default.jpg",
small,O
place,O
called,O
Iliea,B-loc
.,O
The,O
French,O
and,O
Span,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/861,1774,725,30/full/0/default.jpg",
ish,O
men,O
of,O
war,O
had,O
their,O
sails,O
bent,O
",",O
and,O
were,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/860,1811,724,39/full/0/default.jpg",
ready,O
for,O
sea,O
",",O
to,O
the,O
number,O
of,O
17,O
.,O
The,O
British,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/858,1848,727,36/full/0/default.jpg",
admiral,O
",",O
Purvis,B-pers
",",O
with,O
about,O
12,O
ships,O
of,O
war,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/860,1885,724,37/full/0/default.jpg",
was,O
at,O
Cadiz,B-loc
",",O
und,O
appeared,O
to,O
have,O
the,O
principal,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/858,1921,725,36/full/0/default.jpg",
direction,O
.,O
Cadiz,B-loc
being,O
so,O
much,O
crowded,O
with,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/860,1960,726,36/full/0/default.jpg",
people,O
from,O
the,O
country,O
",",O
water,O
was,O
very,O
scatcc,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/856,1995,395,29/full/0/default.jpg",
and,O
all,O
*,O
»,O
usino,O
*,O
s,O
at,O
a,O
stand,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/895,2032,690,36/full/0/default.jpg",
The,O
ship,O
Philadelphia,O
",",O
brig,O
Smilax,O
and,O
schoo,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/860,2069,724,34/full/0/default.jpg",
ner,O
Five,O
Brothers,O
",",O
had,O
just,O
arrived,O
from,O
Phila,B-loc
¬,I-loc
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810040401%2F0240.jp2/859,2107,114,35/full/0/default.jpg",
delphia,I-loc
.,O
# language = en,
# newspaper = sn82014385,
# date = 1810-04-14,
# document_id = sn82014385-1810-04-14-a-i0004,
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810041401%2F0253.jp2/1740,2005,620,49/full/0/default.jpg",
Genuine,O
Lee,O
’,O
s,O
Elixir,O
!,O
1,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810041401%2F0253.jp2/1692,2067,715,41/full/0/default.jpg",
A,O
sovereign,O
remedy,O
for,O
Colds,O
",",O
obstinate,O
Coughs,O
.,O
